file,datetime,date,time,stage,stage_name,prev_stage,transition,unified_risk_score,unified_risk_level,hot_area,hot_score,affected_areas,propagation_chain,flow_signals,maxcapa_signals,M16HUB_score,M14_score,M14B_score,M16A_score,M16B_score,M16_score,M16_PKT_score,M16_WT_score,M16HUB_signals,M14_signals,M14B_signals,M16A_signals,M16B_signals,M16HUB_ra,M14_ra,M14B_ra,M16A_ra,M16B_ra,M16HUB_rb_diff30,M14_rb_diff30,M14B_rb_diff30,M16A_rb_diff30,M16B_rb_diff30,M16HUB_rd_fab,M16HUB_stb_util,M16HUB_rev_count,M16HUB_rev_lids,sla_M14,sla_M14B,sla_M16A,sla_M16B,sla_M16HUB,sorter_M14,sorter_M14B,sorter_M16A,sorter_M16B,sorter_M16HUB,reason,M16HUB_pts_RA,M16HUB_pts_RA_sus,M16HUB_pts_RB,M16HUB_pts_RB_fast,M16HUB_pts_RC,M16HUB_pts_RD,M16HUB_pts_SLA,M16HUB_pts_SORT,M16HUB_pts_MAXCAPA,M14_pts_RA,M14_pts_RA_sus,M14_pts_RB,M14_pts_RB_fast,M14_pts_RC,M14_pts_RD,M14_pts_SLA,M14_pts_SORT,M14_pts_MAXCAPA,M14B_pts_RA,M14B_pts_RA_sus,M14B_pts_RB,M14B_pts_RB_fast,M14B_pts_RC,M14B_pts_RD,M14B_pts_SLA,M14B_pts_SORT,M14B_pts_MAXCAPA,M16A_pts_RA,M16A_pts_RA_sus,M16A_pts_RB,M16A_pts_RB_fast,M16A_pts_RC,M16A_pts_RD,M16A_pts_SLA,M16A_pts_SORT,M16A_pts_MAXCAPA,M16B_pts_RA,M16B_pts_RA_sus,M16B_pts_RB,M16B_pts_RB_fast,M16B_pts_RC,M16B_pts_RD,M16B_pts_SLA,M16B_pts_SORT,M16B_pts_MAXCAPA,layer1_total,flow_score,sla_score_total,sorter_score_total,mc_score_total,M16HUB_ra_count,M14_ra_count,M14B_ra_count,M16A_ra_count,M16B_ra_count,M16HUB_rb_diff10,M14_rb_diff10,M14B_rb_diff10,M16A_rb_diff10,M16B_rb_diff10,M16HUB_rc_trend,M14_cnv_skew,M14_rd_oht,M14B_rd_oht,M16A_rd_oht,M16B_rd_oht,M16HUB_sla_cnt,M14_sla_cnt,M16A_sla_cnt,M16B_sla_cnt,M16A_sorter_fail,M16B_sorter_fail,M16HUB_score_raw,M14_score_raw,M14B_score_raw,M16A_score_raw,M16B_score_raw
M16A_HUBROOM_PR.csv,2026-06-09 03:53,2026-06-09,03:53,2,2단계 주의보,2,,30,관심,M16A,10,,"M16HUB(02:53,RA+RA_sus+RB_fast+RC+RD) → M16A(02:55,RA_sus+RB_fast+SLA) → M14(03:16,RA_sus+RB_fast+SLA) → M16B(03:16,RA_sus+RB+RB_fast) → M16(03:17,RB+RB_fast)",,,5,5,0,10,5,0,0,5,RA_sus,RA_sus,,RA_sus+RB_fast,RA_sus,6.52,2.50,3.11,2.51,2.49,3,-29,13,16,-13,2.37,95.86,9,"6ABL6011,6ABL6012,6ABL6021,6ABL6022,6ABL6032,6ABL0111,6ABL0112,6ABL0121,6ABL0122",15.88,0,10.31,9.04,0,43,12,39,18,0,"hot_area=M16A; S2주의보; 발동: M16HUB[R-A_sus]; M14[R-A_sus]; M16A[R-A_sus,R-B_fast(+29/10분)]; M16B[R-A_sus]; M16_WT[R-A_sus]",0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,-39,-42,0,29,-4,50,0.70,79.40,87.65,88.59,78.73,0,152,67,65,0,0,5,5,0,10,5
M16A_HUBROOM_PR.csv,2026-06-09 03:54,2026-06-09,03:54,1,1단계 조기경보,2,2→1,33,관심,M14,13,,"M16HUB(02:54,RA+RA_sus+RB_fast+RC) → M16A(02:55,RA_sus+RB_fast+SLA) → M14(03:16,RA_sus+RB_fast+SLA) → M16B(03:16,RA_sus+RB+RB_fast) → M16(03:17,RB+RB_fast)",,,5,13,0,5,5,0,0,5,RA_sus,RA_sus+RC,,RA_sus,RA_sus,7.54,2.60,2.98,2.55,2.45,-2,-27,1,16,-10,1.18,97.63,9,"6ABL6011,6ABL6012,6ABL6021,6ABL6022,6ABL6031,6ABL6032,6ABL0111,6ABL0121,6ABL0122",15.98,0,11.08,8.70,0,36,10,37,16,0,"hot_area=M14; S1조기경보; 발동: M16HUB[R-A_sus]; M14[R-A_sus,R-C'(CNV쏠림)]; M16A[R-A_sus]; M16B[R-A_sus]; M16_WT[R-A_sus]",0,5,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,-34,-37,-2,21,-5,40,0.72,77.55,86.32,89.53,76.66,0,154,76,69,0,0,5,13,0,5,5
M16A_HUBROOM_PR.csv,2026-06-09 03:55,2026-06-09,03:55,1,1단계 조기경보,1,,28,정상,M14,13,,"M16HUB(02:55,RA+RA_sus+RB_fast) → M16A(02:55,RA_sus+RB_fast+SLA) → M14(03:16,RA_sus+RB_fast+SLA) → M16B(03:16,RA_sus+RB+RB_fast) → M16(03:17,RB+RB_fast)",,,5,13,0,5,5,0,0,0,RA_sus,RA_sus+RC,,RA_sus,RA_sus,7.04,2.73,3.07,2.71,2.89,-12,-29,-4,-18,-15,1.78,97.63,9,"6ABL6011,6ABL6012,6ABL6021,6ABL6022,6ABL6031,6ABL6032,6ABL0111,6ABL0121,6ABL0122",15.80,0,11.58,5.72,0,37,13,41,22,0,"hot_area=M14; S1조기경보; 발동: M16HUB[R-A_sus]; M14[R-A_sus,R-C'(CNV쏠림)]; M16A[R-A_sus]; M16B[R-A_sus]",0,5,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,-40,-34,-5,-7,-9,46,0.72,80.08,84.46,88.59,76.37,0,137,71,41,0,0,5,13,0,5,5
M16A_HUBROOM_PR.csv,2026-06-09 03:56,2026-06-09,03:56,1,1단계 조기경보,1,,30,관심,M16A,10,,"M16HUB(02:56,RA+RA_sus+RB_fast) → M14(03:16,RA_sus+RB_fast+SLA) → M16B(03:16,RA_sus+RB+RB_fast) → M16(03:17,RB+RB_fast) → M16A(03:19,RA_sus+RB_fast+SLA)",,,5,5,0,10,5,0,0,0,RA_sus,RA_sus,,RA_sus+SLA,RA_sus,6.89,2.85,3.05,2.84,2.55,17,-23,-12,-20,-14,1.18,98.82,8,"6ABL6011,6ABL6012,6ABL6021,6ABL6022,6ABL6031,6ABL6032,6ABL0121,6ABL0122",16.03,0,12.45,7.84,0,40,13,36,15,0,"hot_area=M16A; S1조기경보; 발동: M16HUB[R-A_sus]; M14[R-A_sus]; M16A[R-A_sus,SLA(12.4%4분초과)]; M16B[R-A_sus]",0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,25,0,5,0,0,0,0,0,0,0,-4,-27,-5,4,-10,37,0.68,83.48,85.92,88.71,75.33,0,146,88,64,0,0,5,5,0,10,5
M16A_HUBROOM_PR.csv,2026-06-09 03:57,2026-06-09,03:57,1,1단계 조기경보,1,,37,관심,M16HUB,12,,"M16HUB(02:57,RA+RA_sus+RB_fast) → M14(03:16,RA_sus+RB_fast+SLA) → M16B(03:16,RA_sus+RB+RB_fast) → M16(03:17,RB+RB_fast) → M16A(03:19,RA_sus+RB_fast+SLA)",,,12,5,0,10,5,0,0,0,RA_sus+RD,RA_sus,,RA_sus+SLA,RA_sus,7.23,2.78,2.94,2.59,2.64,5,-3,-2,-2,6,0.59,99.41,7,"6ABL6011,6ABL6012,6ABL6021,6ABL6022,6ABL6032,6ABL0121,6ABL0122",16.13,0,12.19,8.64,0,41,18,36,15,0,"hot_area=M16HUB; S1조기경보; 발동: M16HUB[R-A_sus,R-D(FAB저장=0.6%,STB=99.4%)]; M14[R-A_sus]; M16A[R-A_sus,SLA(12.2%4분초과)]; M16B[R-A_sus]",0,5,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,32,0,5,0,0,0,0,0,0,0,-19,-14,-4,22,0,45,0.66,83.87,83.93,90.94,81.83,0,154,78,63,0,0,12,5,0,10,5
M16A_HUBROOM_PR.csv,2026-06-09 03:58,2026-06-09,03:58,3,3단계 ⭐확정,1,1→3,42,관심,M16HUB,22,M16HUB,"M16HUB(02:58,RA+RA_sus+RC) → M14(03:16,RA_sus+RB_fast+SLA) → M16B(03:16,RA_sus+RB+RB_fast) → M16(03:17,RB+RB_fast) → M16A(03:19,RA_sus+RB_fast+SLA)",,,22,5,0,5,5,5,0,0,RA+RA_sus+RD,RA_sus,,RA_sus,RA_sus,9.26,2.79,2.87,2.62,2.40,23,11,4,-18,22,0,100.00,9,"6ABL6011,6ABL6012,6ABL6021,6ABL6022,6ABL6032,6ABL0111,6ABL0112,6ABL0121,6ABL0122",15.39,0,11.81,7.45,0,37,13,34,17,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=9.26분/기준9.0),R-A_sus,R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus]; M16B[R-A_sus]; M16[R-B_fast(+11/10분)]",10,5,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,42,0,0,0,0,1,0,0,0,0,7,-5,3,2,9,58,0.70,84.06,82.47,89.29,79.32,0,151,81,58,0,0,22,5,0,5,5
M16A_HUBROOM_PR.csv,2026-06-09 03:59,2026-06-09,03:59,3,3단계 ⭐확정,3,,52,관심,M16HUB,22,M16HUB;M16B,"M16HUB(02:59,RA+RA_sus+RC) → M14(03:16,RA_sus+RB_fast+SLA) → M16B(03:16,RA_sus+RB+RB_fast) → M16(03:17,RB+RB_fast) → M16A(03:19,RA_sus+RB_fast+SLA)",,,22,5,0,5,20,0,0,0,RA+RA_sus+RD,RA_sus,,RA_sus,RA_sus+RB+RB_fast,6.25,2.48,2.92,2.62,2.13,34,25,12,22,34,0,100.00,9,"6ABL6011,6ABL6012,6ABL6021,6ABL6022,6ABL6032,6ABL0111,6ABL0112,6ABL0121,6ABL0122",14.86,0,12.13,6.02,0,41,16,28,14,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=6.25분/기준9.0),R-A_sus,R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus]; M16B[R-A_sus,R-B(10F_TO_HUB_JOB+34/30분/기준+30),R-B_fast(+10/10분)]",10,5,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,10,5,0,0,0,0,0,52,0,0,0,0,1,0,0,0,0,5,11,-1,8,10,50,0.66,84.94,82.34,87.29,84.05,0,130,74,42,0,0,22,5,0,5,20
M16A_HUBROOM_PR.csv,2026-06-09 04:00,2026-06-09,04:00,3,3단계 ⭐확정,3,,52,관심,M16HUB,22,M16HUB;M16B,"M16HUB(03:00,RA+RA_sus+RC) → M14(03:16,RA_sus+RB_fast+SLA) → M16B(03:16,RA_sus+RB+RB_fast) → M16(03:17,RB+RB_fast) → M16A(03:19,RA_sus+RB_fast+SLA)",,,22,5,0,5,20,0,0,0,RA+RA_sus+RD,RA_sus,,RA_sus,RA_sus+RB+RB_fast,5.76,2.67,2.68,2.67,2.48,38,29,15,25,33,0,100.00,8,"6ABL6011,6ABL6012,6ABL6021,6ABL6032,6ABL0111,6ABL0112,6ABL0121,6ABL0122",14.86,0,11.53,8.22,0,37,14,32,16,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=5.76분/기준9.0),R-A_sus,R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus]; M16B[R-A_sus,R-B(10F_TO_HUB_JOB+33/30분/기준+30),R-B_fast(+12/10분)]",10,5,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,10,5,0,0,0,0,0,52,0,0,0,0,1,0,0,0,0,15,20,-2,1,12,43,0.66,80.95,84.20,87.65,84.05,0,151,83,66,0,0,22,5,0,5,20
M16A_HUBROOM_PR.csv,2026-06-09 04:01,2026-06-09,04:01,2,2단계 주의보,3,3→2,40,관심,M16HUB,15,M16HUB,"M16HUB(03:01,RA+RA_sus+RC+RD) → M14(03:16,RA_sus+RB_fast+SLA) → M16B(03:16,RA_sus+RB+RB_fast) → M16(03:17,RB+RB_fast) → M16A(03:19,RA_sus+RB_fast+SLA)",,,15,5,0,5,5,10,0,0,RA+RA_sus,RA_sus,,RA_sus,RA_sus,6.14,2.61,3.65,2.82,2.70,44,27,9,41,11,0,97.63,9,"6ABL6011,6ABL6012,6ABL6021,6ABL6031,6ABL6032,6ABL0111,6ABL0112,6ABL0121,6ABL0122",15.49,0,11.77,8.84,0,39,16,35,18,0,"hot_area=M16HUB; S2주의보; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=6.14분/기준9.0),R-A_sus]; M14[R-A_sus]; M16A[R-A_sus]; M16B[R-A_sus]; M16[R-B(SENDQUEUETOTAL+22/30분/기준+20)]",10,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,40,0,0,0,0,1,0,0,0,0,29,18,-1,-6,7,54,0.63,82.60,81.41,87.88,85.97,0,142,77,64,0,0,15,5,0,5,5
M16A_HUBROOM_PR.csv,2026-06-09 04:02,2026-06-09,04:02,1,1단계 조기경보,2,2→1,30,관심,M16HUB,15,M16HUB,"M16HUB(03:02,RA+RC+RD) → M14(03:16,RA_sus+RB_fast+SLA) → M16B(03:16,RA_sus+RB+RB_fast) → M16(03:17,RB+RB_fast) → M16A(03:19,RA_sus+RB_fast+SLA)",,,15,5,0,5,5,0,0,0,RA+RA_sus,RA_sus,,RA_sus,RA_sus,5.22,2.69,2.77,2.72,2.45,8,23,7,36,1,0,95.86,8,"6ABL6011,6ABL6012,6ABL6021,6ABL6032,6ABL0111,6ABL0112,6ABL0121,6ABL0122",16.16,0,12.13,9.07,0,36,13,33,14,0,"hot_area=M16HUB; S1조기경보; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=5.22분/기준9.0),R-A_sus]; M14[R-A_sus]; M16A[R-A_sus]; M16B[R-A_sus]",10,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,0,0,15,15,-2,-10,2,40,0.64,82.90,81.94,90.00,84.34,0,158,90,74,0,0,15,5,0,5,5
M16A_HUBROOM_PR.csv,2026-06-09 04:03,2026-06-09,04:03,2,2단계 주의보,1,1→2,45,관심,M16HUB,15,M16HUB,"M16HUB(03:03,RA+RC+RD) → M14(03:16,RA_sus+RB_fast+SLA) → M16B(03:16,RA_sus+RB+RB_fast) → M16(03:17,RB+RB_fast) → M16A(03:19,RA_sus+RB_fast+SLA)",,,15,5,0,5,5,10,0,5,RA+RA_sus,RA_sus,,RA_sus,RA_sus,7.43,2.64,2.83,2.58,2.66,14,11,-12,30,-7,1.18,94.67,6,"6ABL6012,6ABL6032,6ABL0111,6ABL0112,6ABL0121,6ABL0122",15.27,0,11.91,9.25,0,42,12,33,17,0,"hot_area=M16HUB; S2주의보; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=7.43분/기준9.0),R-A_sus]; M14[R-A_sus]; M16A[R-A_sus]; M16B[R-A_sus]; M16[R-B(SENDQUEUETOTAL+37/30분/기준+20)]; M16_WT[R-A_sus]",10,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,45,0,0,0,0,1,0,0,0,0,18,20,-4,-10,4,26,0.65,83.09,80.08,88.35,84.34,0,155,81,67,0,0,15,5,0,5,5
M16A_HUBROOM_PR.csv,2026-06-09 04:04,2026-06-09,04:04,3,3단계 ⭐확정,2,2→3,45,관심,M16HUB,10,,"M16HUB(03:04,RA_sus+RC+RD) → M14(03:16,RA_sus+RB_fast+SLA) → M16B(03:16,RA_sus+RB+RB_fast) → M16(03:17,RB+RB_fast) → M16A(03:19,RA_sus+RB_fast+SLA)",,,10,10,0,10,5,0,0,5,RA,RA_sus+RB_fast,,RA_sus+SLA,RA_sus,4.83,2.59,2.84,2.81,2.61,9,6,-3,38,-13,1.78,96.45,6,"6ABL6012,6ABL6022,6ABL6032,6ABL0112,6ABL0121,6ABL0122",14.76,0,12.68,10.13,0,44,14,34,19,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=4.83분/기준9.0)]; M14[R-A_sus,R-B_fast(+26/10분)]; M16A[R-A_sus,SLA(12.7%4분초과)]; M16B[R-A_sus]; M16_WT[R-A_sus]",10,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,40,0,5,0,0,1,0,0,0,0,22,26,-1,-6,8,11,0.63,85.13,81.01,86.59,79.91,0,134,97,84,0,0,10,10,0,10,5
M16A_HUBROOM_PR.csv,2026-06-09 04:05,2026-06-09,04:05,3,3단계 ⭐확정,3,,65,경계,M16HUB,20,M16HUB,"M16HUB(03:05,RA_sus+RC+RD) → M14(03:16,RA_sus+RB_fast+SLA) → M16B(03:16,RA_sus+RB+RB_fast) → M16(03:17,RB+RB_fast) → M16A(03:19,RA_sus+RB_fast+SLA)",,,20,10,0,5,10,10,0,0,RA+RA_sus+RB_fast,RA_sus+SLA,,RA_sus,RA_sus+SLA,8.22,2.30,2.97,2.91,2.84,-4,-13,6,31,-24,1.78,98.22,4,"6ABL6012,6ABL6021,6ABL6022,6ABL0121",15.36,0,12.68,9.95,0,40,11,31,17,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=8.22분/기준9.0),R-A_sus,R-B_fast(+30/10분)]; M14[R-A_sus,SLA(15.4%4분초과)]; M16A[R-A_sus]; M16B[R-A_sus,SLA(9.9%4분초과)]; M16[R-B(SENDQUEUETOTAL+31/30분/기준+20)]",10,5,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,55,0,10,0,0,1,0,0,0,0,30,22,2,2,3,0,0.65,85.23,81.14,88.94,80.50,0,157,86,74,0,0,20,10,0,5,10
M16A_HUBROOM_PR.csv,2026-06-09 04:06,2026-06-09,04:06,1,1단계 조기경보,3,3→1,35,관심,M16HUB,10,,"M16HUB(03:06,RA_sus+RC+RD) → M14(03:16,RA_sus+RB_fast+SLA) → M16B(03:16,RA_sus+RB+RB_fast) → M16(03:17,RB+RB_fast) → M16A(03:19,RA_sus+RB_fast+SLA)",,,10,5,0,10,5,0,0,0,RA,RA_sus,,RA_sus+SLA,RA_sus,5.32,2.90,2.95,2.88,2.58,-43,-27,3,33,-23,1.18,98.82,4,"6ABL6012,6ABL6022,6ABL6031,6ABL0112",14.77,0,13.18,8.83,0,38,11,29,15,0,"hot_area=M16HUB; S1조기경보; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=5.32분/기준9.0)]; M14[R-A_sus]; M16A[R-A_sus,SLA(13.2%4분초과)]; M16B[R-A_sus]",10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,30,0,5,0,0,1,0,0,0,0,-11,16,1,3,6,7,0.64,86.10,80.61,89.29,78.29,0,135,100,75,0,0,10,5,0,10,5
M16A_HUBROOM_PR.csv,2026-06-09 04:07,2026-06-09,04:07,1,1단계 조기경보,1,,47,관심,M16HUB,22,M16HUB,"M16HUB(03:07,RA_sus+RC+RD) → M14(03:16,RA_sus+RB_fast+SLA) → M16B(03:16,RA_sus+RB+RB_fast) → M16(03:17,RB+RB_fast) → M16A(03:19,RA_sus+RB_fast+SLA)",,,22,5,0,10,5,0,0,0,RA+RA_sus+RD,RA_sus,,RA_sus+SLA,RA_sus,6.66,2.78,3.11,2.70,2.68,-24,-24,-7,30,-30,0,100.00,4,"6ABL6012,6ABL6022,6ABL6031,6ABL0112",15.68,0,13.42,9.33,0,40,15,25,16,0,"hot_area=M16HUB; S1조기경보; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=6.66분/기준9.0),R-A_sus,R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus,SLA(13.4%4분초과)]; M16B[R-A_sus]",10,5,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,42,0,5,0,0,1,0,0,0,0,8,11,-8,-29,-12,2,0.66,85.91,82.20,89.53,78.43,0,148,93,72,0,0,22,5,0,10,5
M16A_HUBROOM_PR.csv,2026-06-09 04:08,2026-06-09,04:08,1,1단계 조기경보,1,,45,관심,M16HUB,20,M16HUB,"M16HUB(03:08,RA+RA_sus+RC+RD) → M14(03:16,RA_sus+RB_fast+SLA) → M16B(03:16,RA_sus+RB+RB_fast) → M16(03:17,RB+RB_fast) → M16A(03:19,RA_sus+RB_fast+SLA)",,,20,5,0,10,5,0,0,0,RA_sus+RC+RD,RA_sus,,RA_sus+SLA,RA_sus,6.64,2.61,2.81,2.67,2.42,-38,-31,-10,18,-39,0,100.00,2,"6ABL6012,6ABL0112",16.26,0,14.05,9.23,0,35,13,26,15,0,"hot_area=M16HUB; S1조기경보; 발동: M16HUB[R-A_sus,R-C'(역증가2개:6ABL6012,6ABL0112),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus,SLA(14.1%4분초과)]; M16B[R-A_sus]",0,5,0,0,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,40,0,5,0,0,0,0,0,0,0,-17,-7,-17,-28,-20,-11,0.65,83.09,80.74,91.18,81.24,0,160,104,77,0,0,20,5,0,10,5
M16A_HUBROOM_PR.csv,2026-06-09 04:09,2026-06-09,04:09,1,1단계 조기경보,1,,65,경계,M16HUB,20,M16HUB,"M16HUB(03:09,RA+RC+RD) → M14(03:16,RA_sus+RB_fast+SLA) → M16B(03:16,RA_sus+RB+RB_fast) → M16(03:17,RB+RB_fast) → M16A(03:19,RA_sus+RB_fast+SLA)",,,20,10,0,10,10,0,0,0,RA_sus+RC+RD,RA_sus+SLA,,RA_sus+SLA,RA_sus+SLA,6.75,2.83,2.78,2.67,2.89,-45,-39,-7,18,-45,0,100.00,3,"6ABL6011,6ABL6012,6ABL0112",15.86,0,14.03,9.69,0,36,11,28,14,0,"hot_area=M16HUB; S1조기경보; 발동: M16HUB[R-A_sus,R-C'(역증가3개:6ABL6011,6ABL6012,6ABL0112),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,SLA(15.9%4분초과)]; M16A[R-A_sus,SLA(14.0%4분초과)]; M16B[R-A_sus,SLA(9.7%4분초과)]",0,5,0,0,8,7,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,50,0,15,0,0,0,0,0,0,0,-36,-33,-13,-43,-30,-15,0.68,80.37,82.60,89.65,80.50,0,164,93,74,0,0,20,10,0,10,10
M16A_HUBROOM_PR.csv,2026-06-09 04:10,2026-06-09,04:10,1,1단계 조기경보,1,,60,관심,M16HUB,20,M16HUB,"M16HUB(03:10,RA+RC+RD) → M14(03:16,RA_sus+RB_fast+SLA) → M16B(03:16,RA_sus+RB+RB_fast) → M16(03:17,RB+RB_fast) → M16A(03:19,RA_sus+RB_fast+SLA)",,,20,5,0,10,10,0,0,5,RA_sus+RC+RD,RA_sus,,RA_sus+SLA,RA_sus+SLA,4.68,2.62,3.20,2.86,2.53,-57,-37,-21,0,-41,0,100.00,3,"6ABL6012,6ABL6022,6ABL0122",16.09,0,13.83,9.68,0,33,12,31,18,0,"hot_area=M16HUB; S1조기경보; 발동: M16HUB[R-A_sus,R-C'(역증가3개:6ABL6012,6ABL6022,6ABL0122),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus,SLA(13.8%4분초과)]; M16B[R-A_sus,SLA(9.7%4분초과)]; M16_WT[R-A_sus]",0,5,0,0,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,50,0,10,0,0,0,0,0,0,0,-41,-29,-21,-47,-32,-16,0.67,80.47,81.41,91.76,80.65,0,150,103,86,0,0,20,5,0,10,10
M16A_HUBROOM_PR.csv,2026-06-09 04:11,2026-06-09,04:11,1,1단계 조기경보,1,,50,관심,M16HUB,20,M16HUB,"M16HUB(03:11,RA+RD) → M14(03:16,RA_sus+RB_fast+SLA) → M16B(03:16,RA_sus+RB+RB_fast) → M16(03:17,RB+RB_fast) → M16A(03:19,RA_sus+RB_fast+SLA)",,,20,5,0,10,5,0,0,5,RA_sus+RC+RD,RA_sus,,RA_sus+SLA,RA_sus,7.03,2.60,3.15,2.73,2.58,-51,-36,-25,-14,-30,0,100.00,4,"6ABL6012,6ABL6021,6ABL6022,6ABL0122",15.95,0,14.03,9.91,0,34,11,34,17,0,"hot_area=M16HUB; S1조기경보; 발동: M16HUB[R-A_sus,R-C'(역증가4개:6ABL6012,6ABL6021,6ABL6022,6ABL0122),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus,SLA(14.0%4분초과)]; M16B[R-A_sus]; M16_WT[R-A_sus]",0,5,0,0,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,45,0,5,0,0,0,0,0,0,0,-47,-33,-16,-60,-24,-10,0.60,82.22,79.02,90.00,85.23,0,156,95,79,0,0,20,5,0,10,5
